Zeit;Verbrauch
2023-12-13 00:00:00;0,0
2023-12-13 01:00:00;0,0
2023-12-13 02:00:00;0,0
2023-12-13 03:00:00;0,0
2023-12-13 04:00:00;0,0
2023-12-13 05:00:00;0,0
2023-12-13 06:00:00;0,0
2023-12-13 07:00:00;0,004
2023-12-13 08:00:00;0,0
2023-12-13 09:00:00;0,011
2023-12-13 10:00:00;0,0
2023-12-13 11:00:00;0,0
2023-12-13 12:00:00;0,0
2023-12-13 13:00:00;0,0
2023-12-13 14:00:00;0,0
2023-12-13 15:00:00;0,0
2023-12-13 16:00:00;0,0
2023-12-13 17:00:00;0,0
2023-12-13 18:00:00;0,0
2023-12-13 19:00:00;0,0
2023-12-13 20:00:00;0,0
