Zeit;Verbrauch
2013-12-08 00:00:00;0,0
2013-12-08 01:00:00;0,0
2013-12-08 02:00:00;0,0
2013-12-08 03:00:00;0,0
2013-12-08 04:00:00;0,0
2013-12-08 05:00:00;0,0
2013-12-08 06:00:00;0,0
2013-12-08 07:00:00;0,0
2013-12-08 08:00:00;0,0
2013-12-08 09:00:00;0,7
2013-12-08 10:00:00;0,777
2013-12-08 11:00:00;0,751
2013-12-08 12:00:00;0,642
2013-12-08 13:00:00;0,571
2013-12-08 14:00:00;0,591
2013-12-08 15:00:00;0,662
2013-12-08 16:00:00;0,669
2013-12-08 17:00:00;0,604
2013-12-08 18:00:00;0,443
2013-12-08 19:00:00;0,0
2013-12-08 20:00:00;0,0
2013-12-08 21:00:00;0,0
2013-12-08 22:00:00;0,0
2013-12-08 23:00:00;0,0
