Zeit;Verbrauch
2024-12-02 00:00:00;0,0
2024-12-02 01:00:00;0,0
2024-12-02 02:00:00;0,0
2024-12-02 03:00:00;0,0
2024-12-02 04:00:00;0,0
2024-12-02 05:00:00;0,0
2024-12-02 06:00:00;0,0
2024-12-02 07:00:00;0
2024-12-02 08:00:00;0,025
2024-12-02 09:00:00;0,11
2024-12-02 10:00:00;0,18
2024-12-02 11:00:00;0,83
2024-12-02 12:00:00;0,36
2024-12-02 13:00:00;0,59
2024-12-02 14:00:00;0,49
2024-12-02 15:00:00;0,14
2024-12-02 16:00:00;0,02
2024-12-02 17:00:00;0,0
2024-12-02 18:00:00;0,0
2024-12-02 19:00:00;0,0
2024-12-02 20:00:00;0,0
2024-12-02 21:00:00;0,0
2024-12-02 22:00:00;0,0
2024-12-02 23:00:00;0,0
