Zeit;Verbrauch
2017-11-03 00:00:00;0,0
2017-11-03 01:00:00;0,0
2017-11-03 02:00:00;0,0
2017-11-03 03:00:00;0,0
2017-11-03 04:00:00;0,0
2017-11-03 05:00:00;0,0
2017-11-03 06:00:00;0,0
2017-11-03 07:00:00;0,0
2017-11-03 08:00:00;0,0
2017-11-03 09:00:00;0,975
2017-11-03 10:00:00;1,081
2017-11-03 11:00:00;1,045
2017-11-03 12:00:00;0,893
2017-11-03 13:00:00;0,794
2017-11-03 14:00:00;0,823
2017-11-03 15:00:00;0,922
2017-11-03 16:00:00;0,931
2017-11-03 17:00:00;0,84
2017-11-03 18:00:00;0,616
2017-11-03 19:00:00;0,0
2017-11-03 20:00:00;0,0
2017-11-03 21:00:00;0,0
2017-11-03 22:00:00;0,0
2017-11-03 23:00:00;0,0
