Zeit;Verbrauch
2025-03-27 00:00:00;0,0
2025-03-27 01:00:00;0,0
2025-03-27 02:00:00;0,0
2025-03-27 03:00:00;0,0
2025-03-27 04:00:00;0,0
2025-03-27 05:00:00;0
2025-03-27 06:00:00;0,004
2025-03-27 07:00:00;0,16
2025-03-27 08:00:00;0,83
2025-03-27 09:00:00;1,82
2025-03-27 10:00:00;0,75
2025-03-27 11:00:00;0,99
2025-03-27 12:00:00;2,5
2025-03-27 13:00:00;3,02
2025-03-27 14:00:00;1,33
2025-03-27 15:00:00;0,39
2025-03-27 16:00:00;0,24
2025-03-27 17:00:00;0,12
2025-03-27 18:00:00;0,01
2025-03-27 19:00:00;0,0
2025-03-27 20:00:00;0,0
2025-03-27 21:00:00;0,0
2025-03-27 22:00:00;0,0
2025-03-27 23:00:00;0,0
