Zeit;Verbrauch
2023-09-03 00:00:00;0,0
2023-09-03 01:00:00;0,0
2023-09-03 02:00:00;0,0
2023-09-03 03:00:00;0,0
2023-09-03 04:00:00;0,0
2023-09-03 05:00:00;0
2023-09-03 06:00:00;0,381
2023-09-03 07:00:00;0
2023-09-03 08:00:00;1,141
2023-09-03 09:00:00;0,342
2023-09-03 10:00:00;1,01
2023-09-03 11:00:00;0
2023-09-03 12:00:00;0
2023-09-03 13:00:00;0
2023-09-03 14:00:00;0
2023-09-03 15:00:00;0
2023-09-03 16:00:00;15,578
2023-09-03 17:00:00;0,41
2023-09-03 18:00:00;0,11
2023-09-03 19:00:00;0,0
2023-09-03 20:00:00;0,0
2023-09-03 21:00:00;0,0
2023-09-03 22:00:00;0,0
2023-09-03 23:00:00;0,0
