Zeit;Verbrauch
2026-03-28 00:00:00;0,0
2026-03-28 01:00:00;0,0
2026-03-28 02:00:00;0,0
2026-03-28 03:00:00;0,0
2026-03-28 04:00:00;0,0
2026-03-28 05:00:00;0
2026-03-28 06:00:00;0,056
2026-03-28 07:00:00;0,2
2026-03-28 08:00:00;0,3
2026-03-28 09:00:00;1,84
2026-03-28 10:00:00;3,01
2026-03-28 11:00:00;2,74
2026-03-28 12:00:00;2,85
2026-03-28 13:00:00;2,3
2026-03-28 14:00:00;1,88
2026-03-28 15:00:00;0,96
2026-03-28 16:00:00;0,53
2026-03-28 17:00:00;0,2
2026-03-28 18:00:00;0,03
2026-03-28 19:00:00;0,0
2026-03-28 20:00:00;0,0
2026-03-28 21:00:00;0,0
2026-03-28 22:00:00;0,0
2026-03-28 23:00:00;0,0
