Zeit;Verbrauch
2025-04-09 00:00:00;0,0
2025-04-09 01:00:00;0,0
2025-04-09 02:00:00;0,0
2025-04-09 03:00:00;0,0
2025-04-09 04:00:00;0,0
2025-04-09 05:00:00;0
2025-04-09 06:00:00;0,074
2025-04-09 07:00:00;0,24
2025-04-09 08:00:00;0,64
2025-04-09 09:00:00;2,68
2025-04-09 10:00:00;2,87
2025-04-09 11:00:00;2,85
2025-04-09 12:00:00;3,16
2025-04-09 13:00:00;2,71
2025-04-09 14:00:00;1,99
2025-04-09 15:00:00;1,62
2025-04-09 16:00:00;1,22
2025-04-09 17:00:00;0,17
2025-04-09 18:00:00;0,05
2025-04-09 19:00:00;0,0
2025-04-09 20:00:00;0,0
2025-04-09 21:00:00;0,0
2025-04-09 22:00:00;0,0
2025-04-09 23:00:00;0,0
